Run	Coalescent time	First ascertained	First unascertained	First hospitalized	infections
0734	1.7e-05	0.020735	0.000258	0.043463	2
0735	0.054825000000000006	0.080348	0.002233	0.100031	16
0736	0.026075000000000004	0.028556	0.022577	0.066018	2
0737	0.117769	0.006345	0.031574	0.033124	62
0738	0.001952	0.021397	0.002302	0.04559	2
0739	0.00013099999999999999	0.013945	0.003795	0.067842	2
0740	0.077002	0.028732	0.001885	0.134664	5
0741	0.053926	0.066045	0.006599	0.110994	5
0742	0.045503999999999996	0.085853	0.003364	0.102262	8
0743	0.004798	0.020627	0.003932	0.097784	2
0744	0.051899	0.096189	0.009019	0.103441	5
0745	0.017426999999999998	0.026947	0.002216	0.039189	7
0746	0.043042000000000004	0.039538	0.006278	0.046102	8
0747	0.016347999999999998	0.005918	0.020847	0.016293	4
0748	0.015626	0.027762	0.016435	0.059581	2
0749	0.049263	0.050906	0.000698	0.059461	12
0750	6e-06	0.020691	0.003848	0.0605	1
0751	0.027199	0.000537	0.02667	0.014868	3
0752	0.002023	0.028818	0.001358	0.058444	1
0753	0.003333	0.009447	0.032436	0.09543	2
0754	0.033294000000000004	0.034306	0.002071	0.038723	4
0755	0.012228000000000001	0.036915	8.6e-05	0.053011	4
0756	0.000116	0.003397	0.005348	0.041543	3
0757	0.039455000000000004	0.074278	0.022851	0.111055	5
0758	0.043503	0.00883	0.018067	0.014147	5
0759	0.013106	0.036713	0.014265	0.053335	2
0760	0.083957	0.03569	0.023465	0.112424	7
0761	0.009796	0.037314	0.007493	0.076602	3
0762	0.000661	0.019044	0.000996	0.032476	2
0763	0.045156	0.052268	0.004006	0.13244	5
0764	0.005083	0.015837	0.013145	0.03142	2
0765	0.110435	0.012904	0.027388	0.146673	12
0766	0.048393	0.06498	0.00062	0.095542	10
0767	0.032147	0.056813	0.025302	0.066294	3
0768	0.022475	0.002501	0.02531	0.036935	10
0769	0.001679	0.036097	0.010862	0.067395	2
0770	0.016951	0.008026	0.000954	0.05384	3
0771	0.019205	0.000759	0.013992	0.046996	3
0772	0.016021999999999998	0.050882	0.004494	0.060086	2
0773	0.018088	0.014764	0.006277	0.096752	3
0774	0.002287	0.006814	0.020164	0.04438	1
0775	0.10406299999999999	0.067296	0.004668	0.115772	8
0776	0.149558	0.028926	0.013231	0.103529	25
0777	0.036778	0.020362	0.010924	0.04421	8
0778	0.035163	0.039541	0.003323	0.109604	10
0779	0.0056300000000000005	0.005368	0.007762	0.01393	4
0780	0.00941	0.030905	0.006069	0.081925	1
0781	0.04210800000000001	0.062487	0.017253	0.091286	8
0782	0.037984	0.028965	0.003283	0.03665	7
0783	0.106106	0.037585	0.019317	0.083589	12
0784	0.030506	0.004512	0.005235	0.047887	9
0785	0.000544	0.030105	0.002613	0.067739	5
0786	3e-05	0.008518	0.017017	0.031782	1
0787	0.007897	0.000302	0.004776	0.049734	3
0788	0.11598800000000001	0.035477	0.005203	0.189219	24
0789	0.011581999999999999	0.063919	0.017248	0.081656	1
0790	0.018391	0.055755	0.00534	0.087741	3
0791	0.001485	0.023806	0.000125	0.055842	3
0792	0.028152999999999997	0.008884	0.01219	0.091155	7
0793	0.011832	0.030068	0.006452	0.043613	2
0794	0.05919100000000001	0.079863	0.014624	0.09906	4
0795	0.040082	0.041675	0.009458	0.072869	11
0796	0.009608000000000002	0.045044	0.016137	0.067172	3
0797	0.012176	0.038181	0.006714	0.068501	2
0798	0.003183	0.023734	0.010862	0.027816	2
0799	0.001262	0.038041	0.006906	0.04988	2
0800	0.039691	0.058056	0.006311	0.070515	2
0801	0.001932	0.097292	0.018386	0.103102	1
0802	0.000415	0.03848	0.008159	0.05616	2
0803	0.034230000000000003	0.041417	0.005471	0.088201	7
0804	0.008994	0.032884	0.001404	0.072293	9
0805	0.054811	0.025074	0.008622	0.068823	27
0806	0.018720999999999998	0.045829	0.012718	0.066749	3
0807	0.026945999999999998	0.057416	0.019731	0.103854	2
0808	0.12138499999999999	0.075102	0.000479	0.088192	16
0809	0.004717000000000001	0.053165	0.009275	0.077036	1
0810	0.10697899999999999	0.111329	0.00909	0.134412	11
0811	0.000237	0.026668	0.018171	0.051456	2
0812	0.138444	0.001669	0.014399	0.052134	23
0813	0.012705	0.002745	0.013462	0.013	4
0814	2e-06	0.014238	0.005829	0.023216	2
0815	0.19326200000000002	0.031853	0.002855	0.09134	33
0816	0.000236	0.022713	0.00199	0.045174	2
0817	0.00888	0.031533	0.000503	0.070808	3
0818	0.049121	0.009664	0.04557	0.073907	9
0819	0.077308	0.021891	0.00909	0.043904	17
0820	0.013312	0.010215	0.03983	0.052129	3
0821	0.032216	0.007842	0.0004	0.04085	6
0822	0.114291	0.091128	0.006833	0.130785	13
0823	0.0	0.003644	0.006118	0.008986	1
0824	0.002509	0.0002	0.021612	0.006846	2
0825	0.030436	0.009084	0.018879	0.032664	14
0826	0.0063560000000000005	0.015634	0.010526	0.031636	7
0827	0.036754	0.066642	0.006424	0.109008	10
0828	0.008012	0.04876	0.001896	0.057473	3
0829	2.5e-05	0.043449	0.002023	0.075716	5
0830	0.018619	0.03085	0.003056	0.069558	4
0831	0.056157	0.055549	0.012406	0.071655	13
0832	5.7e-05	0.050148	0.004036	0.064095	1
0833	0.03709199999999999	0.058311	0.006433	0.072837	8
0834	0.097865	0.121419	0.004396	0.145015	9
0835	0.119286	0.075358	0.009883	0.138382	12
0836	0.061302	0.040441	0.007485	0.060668	7
0837	0.000425	0.000774	0.003912	0.077401	2
0838	0.02242	0.043075	0.003116	0.083347	3
0839	0.014782	0.022175	0.004885	0.039691	5
0840	0.150618	0.045701	0.007195	0.107256	52
0841	0.004348	0.000114	0.012454	0.034243	2
0842	0.002802	0.018393	0.020112	0.055352	2
0843	0.000884	0.029737	0.005756	0.043497	2
0844	0.009052000000000001	0.029052	0.002776	0.064703	2
0845	0.070082	0.112745	0.002665	0.156441	6
0846	0.031047	0.010286	0.017679	0.041861	12
0847	0.015025	0.000632	0.036223	0.04477	2
0848	0.06303199999999999	0.076242	0.006595	0.101952	22
0849	0.040144	0.052259	0.001332	0.070404	4
0850	0.00427	0.013331	0.023177	0.042943	1
0851	0.023871	0.005044	0.035854	0.025674	2
0852	0.040244	0.10598	0.009888	0.136492	2
0853	0.001263	0.023728	0.003572	0.030922	2
0854	0.000331	0.016954	0.010594	0.023374	2
0855	0.02527	0.064382	0.025212	0.09081	2
0856	4.9999999999999996e-05	0.044112	0.009406	0.059409	2
0857	0.009839	0.061482	0.011556	0.104189	3
0858	0.001596	0.00984	0.052801	0.060461	1
0859	0.002111	0.019992	0.002815	0.027461	2
0860	0.012650999999999999	0.033153	0.004233	0.0367	2
0861	0.015231999999999999	0.039101	0.005417	0.05922	2
0862	0.030223	0.004851	0.018661	0.045157	5
0863	0.017811	0.02108	0.00584	0.078552	2
0864	0.003037	0.047267	0.006773	0.10906	2
0865	0.040478	0.047356	0.000566	0.074802	8
0866	6e-06	0.021043	0.005163	0.044567	2
0867	0.012322	0.032775	0.008969	0.062949	2
0868	0.000263	0.030634	0.005147	0.046748	2
0869	0.056943	0.042644	0.0085	0.056505	4
0870	0.028777999999999998	0.047642	0.016045	0.051641	4
0871	0.001079	0.043679	0.007538	0.062643	2
0872	0.029396000000000002	0.130668	0.001182	0.144347	4
0873	0.038182	0.065358	0.014801	0.109365	2
0874	0.028324999999999996	0.01583	0.010924	0.025705	18
0875	0.05118	0.023024	0.00994	0.095618	6
0876	0.003583	0.035924	0.004155	0.045368	1
0877	0.006908	0.06921	0.020566	0.075954	1
0878	0.038852	0.069483	0.01342	0.096967	7
0879	0.020132	0.016756	0.002042	0.097082	5
0880	0.070744	0.045549	0.020934	0.05197	13
0881	0.008172	0.003127	0.025493	0.010417	2
0882	0.000298	0.029785	0.003513	0.051299	3
0883	0.002262	0.0186	0.006149	0.041223	2
0884	0.000824	0.016113	0.006599	0.045665	1
0885	0.0026650000000000003	0.047423	0.005823	0.100716	1
0886	0.04148500000000001	0.052456	0.011859	0.086237	5
0887	0.069864	0.074871	0.001728	0.121182	7
0888	0.025297	0.01812	0.00243	0.067873	3
0889	0.0037819999999999998	0.002056	0.02477	0.01556	2
0890	0.023597	0.042519	0.016664	0.073108	2
0891	0.03216	0.048139	0.023156	0.055005	6
0892	0.035455	0.060696	0.002041	0.061993	5
0893	0.053478	0.053481	0.011407	0.104708	20
0894	5.8e-05	0.015741	0.014108	0.030028	2
0895	0.017465	0.056117	0.005378	0.09382	2
0896	0.002805	0.014837	0.011074	0.038374	1
0897	0.02965	0.034731	0.000907	0.066808	5
0898	0.00527	0.03392	0.012391	0.046218	2
0899	0.09219000000000001	0.002791	0.020501	0.061116	22
0900	0.00928	0.044637	0.002044	0.063205	2
0901	0.019718	0.038352	0.001383	0.097758	3
0902	0.018456999999999998	0.002994	0.017443	0.05811	5
0903	0.015076	0.023921	0.008319	0.042272	2
0904	0.025576	0.064239	0.00257	0.086007	2
0905	0.012378	0.020534	0.000267	0.039798	2
0906	0.018779	0.046618	0.004348	0.081613	3
0907	0.07800399999999999	0.084803	0.008622	0.095925	9
0908	0.006579	0.009577	0.016893	0.031753	2
0909	0.008159	0.017658	0.005175	0.092147	2
0910	0.0008010000000000001	0.020642	0.040662	0.084151	1
0911	0.111763	0.030347	0.021978	0.112436	14
0912	0.009646000000000002	0.047932	0.024425	0.064708	2
0913	0.004830999999999999	0.040473	0.017261	0.090612	1
0914	0.002767	0.000833	0.009397	0.053363	3
0915	0.050829	0.019303	0.005768	0.0441	10
0916	0.028783	0.021664	0.039717	0.083318	2
0917	0.023821	0.043627	0.001837	0.049338	2
0918	0.001085	0.00565	0.025838	0.052791	1
0919	0.006313	0.051271	0.007801	0.079044	2
0920	0.001627	0.005521	0.023296	0.070831	1
0921	0.018812999999999996	0.032611	0.002725	0.053839	3
0922	0.053866	0.00443	0.036437	0.041451	5
0923	0.002591	0.02285	0.005513	0.042847	1
0924	0.000476	0.006264	0.019723	0.092263	1
0925	7.999999999999999e-05	0.000753	0.021021	0.012465	2
0926	0.026038000000000002	0.03864	0.027237	0.072227	4
0927	0.021367999999999998	0.051288	0.001356	0.106103	2
0928	0.006692	0.0145	0.007715	0.037172	2
0929	0.014779	0.001749	0.018123	0.021208	4
0930	0.035854	0.00495	0.010486	0.014797	4
0931	0.039559000000000004	0.046192	0.003729	0.07268	3
0932	0.008471999999999999	0.01388	0.004561	0.044994	2
0933	0.021839	0.042465	0.011642	0.077218	6
0934	0.020275	0.047777	0.011391	0.079546	2
0935	0.033255	0.062051	0.014949	0.077468	5
0936	0.003113	0.001146	0.00329	0.032953	4
0937	0.025347	0.0446	0.001165	0.072425	8
0938	0.0014169999999999999	0.012958	0.010297	0.017827	2
0939	0.006433	0.02488	0.000546	0.041582	3
0940	0.02484	0.022238	0.003049	0.042859	11
0941	0.082233	0.000368	0.039997	0.114781	28
0942	0.044891	0.066165	0.004754	0.083041	10
0943	0.001887	0.045291	0.016394	0.069369	1
0944	0.001235	0.005429	0.029055	0.039276	1
0945	0.003454	0.035266	0.010032	0.049403	3
0946	0.000284	0.001173	0.010515	0.050664	1
0947	0.010634000000000001	0.036992	0.002403	0.050995	6
0948	0.019167999999999998	0.026833	0.005329	0.043633	10
0949	0.011283999999999999	0.003755	0.010736	0.095354	3
0950	0.044504999999999996	0.022836	0.023807	0.087925	6
0951	0.00101	0.052746	0.001939	0.078148	1
0952	0.001559	2.4e-05	0.007918	0.034756	3
0953	0.069733	0.063593	0.004536	0.117382	10
0954	0.12503299999999998	0.056529	0.016594	0.075266	27
0955	0.0063419999999999995	0.03237	4.7e-05	0.051229	4
0956	0.010643999999999999	0.018365	0.000582	0.026704	13
0957	0.004149	0.00108	0.005422	0.019221	4
0958	0.026938999999999998	0.031809	0.005837	0.075849	5
0959	0.000811	0.008132	0.003384	0.041472	2
0960	0.000188	0.038899	0.006341	0.0672	3
0961	0.025155000000000004	0.040997	5.4e-05	0.084077	9
0962	0.000754	0.00782	0.008504	0.049201	2
0963	0.002162	0.011671	0.000287	0.040651	2
0964	0.018947000000000002	0.035056	0.000334	0.057124	4
0965	0.09370899999999999	0.046111	0.013998	0.08204	18
0966	0.006462000000000001	0.002474	0.019309	0.039479	4
0967	0.025172999999999997	0.027836	0.021906	0.078255	3
0968	0.011647	0.041092	0.006384	0.062639	6
0969	0.005509	0.020127	0.002233	0.051042	2
0970	0.001085	0.032106	0.003943	0.043413	2
0971	0.015595	0.034835	0.003621	0.058456	3
0972	0.07310299999999999	9.6e-05	0.063656	0.034499	5
0973	0.101144	0.076039	0.019937	0.087299	9
0974	0.06287399999999999	0.018003	0.006167	0.057338	7
0975	0.0065769999999999995	0.031228	0.023426	0.074672	1
0976	0.05516	0.021808	0.00345	0.027649	14
0977	0.11915200000000001	0.032522	0.022599	0.039336	9
0978	0.12782500000000002	0.007092	0.030267	0.043454	9
0979	0.052945	0.070026	0.013813	0.085382	5
0980	0.09162600000000001	0.030779	0.020296	0.102162	14
0981	0.117336	0.01779	0.006696	0.044361	14
0982	0.009751999999999999	0.020158	0.013429	0.032011	2
0983	0.059393999999999995	0.07807	0.011117	0.099832	6
0984	0.019533	0.038018	0.021317	0.0566	3
0985	0.011864	0.021888	0.004628	0.050772	3
0986	0.003601	0.071728	0.010449	0.084721	1
0987	0.0041860000000000005	0.02926	0.022283	0.045727	1
0988	0.0030619999999999996	0.014257	0.002607	0.031298	3
0989	0.010779	0.030597	0.00961	0.048785	2
0990	0.001712	0.002306	0.005761	0.011583	2
0991	0.002197	0.003526	0.013726	0.038316	1
0992	0.13090200000000002	0.007828	0.031112	0.074628	25
0993	0.010504	0.020375	0.002215	0.026648	4
0994	0.107495	0.062335	0.000489	0.095174	11
0995	0.020645000000000004	0.034652	0.013193	0.065671	7
0996	0.006244999999999999	0.026942	0.000506	0.042021	2
0997	0.011969	0.00895	0.008608	0.073341	3
0998	0.085673	0.006198	0.033284	0.102516	13
0999	3.3e-05	0.030953	0.019731	0.046893	1
1000	0.057486999999999996	0.048568	0.031412	0.09501	3
1001	0.025507000000000002	0.043079	0.009844	0.089722	5
1002	0.007659	0.022752	0.008777	0.040272	2
1003	0.062626	0.09908	0.008423	0.145769	6
1004	0.016878	0.019221	0.011952	0.033897	62
1005	0.014060999999999999	0.020813	0.003365	0.042519	3
1006	4.8e-05	0.027571	0.013105	0.030996	2
1007	0.061113	0.020695	0.013598	0.034724	7
1008	0.026175	0.011275	0.02879	0.031853	9
1009	0.00034700000000000003	0.041903	0.004335	0.046125	2
1010	0.010109000000000002	0.014654	0.01499	0.058355	3
1011	0.000404	0.011967	0.00141	0.046195	2
1012	0.016887	0.026354	0.011659	0.034645	12
1013	0.051153	0.000619	0.013756	0.014397	10
1014	0.00379	0.012116	0.002209	0.038092	2
1015	0.017672	0.044315	0.004222	0.063539	2
1016	0.002125	0.020205	0.001916	0.027433	2
1017	0.000129	0.012181	0.008495	0.077372	1
1018	0.049356000000000004	0.042313	0.001343	0.048134	6
1019	0.044676999999999994	0.010927	0.008545	0.084161	5
1020	0.020685000000000002	0.027882	0.001376	0.094305	3
1021	0.040374	0.007118	0.01434	0.041763	10
1022	0.044250000000000005	0.074955	0.003011	0.117872	9
1023	0.024132	0.00034	0.012362	0.064339	8
1024	0.0056749999999999995	0.00406	0.028482	0.030594	1
1025	1.5e-05	0.02339	0.010283	0.045149	1
1026	0.035211	0.05736	0.000236	0.07227	3
1027	0.022708	0.026073	0.024824	0.046407	6
1028	0.081092	0.021817	0.002675	0.080806	21
1029	0.039994	0.037048	0.004178	0.096972	4
1030	0.003267	0.0251	0.012999	0.060146	2
1031	0.063439	0.007107	0.034417	0.032548	14
1032	0.098573	0.078921	0.008367	0.094657	13
1033	0.009425999999999999	0.01174	0.010624	0.014271	11
1034	0.012559	0.023851	0.003437	0.035751	4
1035	0.00084	0.01705	0.021991	0.042635	1
1036	0.075381	0.000341	0.021252	0.059812	40
1037	0.008480999999999999	0.012297	0.007061	0.09245	3
1038	0.011443	0.024922	0.008699	0.050465	3
1039	0.006073	0.021674	0.007841	0.053192	5
1040	0.00047900000000000004	0.020514	0.008161	0.05613	2
1041	0.015009999999999999	0.023357	0.007372	0.052287	2
1042	0.023641000000000002	0.043686	0.026865	0.046924	4
1043	0.005505	0.00025	0.014594	0.042009	3
1044	0.00057	0.019321	0.000379	0.038748	2
1045	0.000357	0.001628	0.026802	0.069165	1
1046	0.003827	0.047271	0.014325	0.078427	1
1047	0.153797	0.150894	0.006656	0.189113	16
1048	0.016795	0.042765	0.015673	0.06768	4
1049	0.067678	0.040429	0.009234	0.153615	10
1050	0.003419	0.022027	0.009497	0.061758	1
1051	0.011068	0.000982	0.014847	0.017014	4
1052	0.065799	0.098043	0.010746	0.130692	12
1053	0.000164	0.053079	0.00966	0.060987	1
1054	0.041298	0.004164	0.029055	0.029168	5
1055	0.011763	0.0447	0.006937	0.06131	3
1056	1.6e-05	0.011139	0.017742	0.030911	1
1057	0.053306000000000006	0.030064	0.010068	0.121098	7
1058	0.068238	0.007438	0.034799	0.117262	8
1059	0.006919	0.067033	0.008414	0.102647	2
1060	0.045387	0.095762	0.004982	0.10199	9
1061	0.06517300000000001	0.038551	0.003809	0.107634	7
1062	0.014274	0.026995	0.002593	0.045068	3
1063	0.061568	0.042591	0.00719	0.058662	23
1064	0.052406	0.048672	0.009381	0.075548	6
1065	0.033474	0.030323	0.002571	0.076695	6
1066	0.02078	0.060006	0.007276	0.067895	3
1067	0.013165	0.045389	0.014193	0.055739	3
1068	0.038657	0.0482	0.002172	0.084878	11
1069	0.000734	0.021679	0.017855	0.04869	2
1070	1e-06	0.033149	0.005569	0.050451	2
1071	0.047668	0.01156	0.027888	0.07518	8
1072	0.000644	0.075228	0.00747	0.158943	1
1073	0.000134	0.003713	0.019258	0.030763	1
1074	0.041511	0.097434	0.001851	0.101363	11
1075	0.001118	0.02636	0.003183	0.028143	2
1076	0.088375	0.037768	0.026571	0.122553	60
1077	0.094057	0.017236	0.030652	0.045744	10
1078	0.004983	0.070509	0.006905	0.102522	1
1079	0.01627	0.029013	0.005162	0.053436	5
1080	7.8e-05	0.009253	0.004317	0.043239	2
1081	0.021207999999999998	0.012988	0.001968	0.025032	5
1082	0.007945	0.023268	0.026852	0.052353	1
1083	0.009109	0.002177	0.01127	0.024852	2
1084	0.000424	0.018549	0.006282	0.028494	1
1085	0.0023169999999999996	0.035618	0.001223	0.059567	2
1086	0.007341	0.023104	0.012611	0.042571	5
1087	0.059219	0.01041	0.002011	0.064281	8
1088	0.057309	0.019588	0.004881	0.090529	22
1089	0.012421999999999999	0.027686	0.022538	0.045108	2
1090	0.056930999999999995	0.023496	0.005054	0.047686	7
1091	0.042521	0.00261	0.004174	0.078481	21
1092	0.022417999999999997	0.021405	0.00651	0.046808	4
1093	0.037734	0.037989	0.012787	0.089081	12
1094	0.022702	0.034821	0.015281	0.053794	8
1095	0.020233	0.026238	0.009016	0.091252	6
1096	0.002631	0.001113	0.010426	0.017255	3
1097	0.07909400000000001	0.081941	0.00551	0.096038	14
1098	0.048256	0.024966	0.034861	0.0698	5
1099	0.014466	0.00306	0.028428	0.077416	3
1100	0.002145	0.03404	0.017344	0.059711	1
